value,none_cost,none_qaly,universal_cost,universal_qaly,dc_cost,dc_qaly,edc_cost,edc_qaly,mc_cost,mc_qaly,optimal
0.161,626.9288208051396,1477810.6599140563,645.4306934616026,1659258.116067415,637.5673975826056,1342708.6752022377,640.7497196795173,1376534.405660615,635.6802065716464,1359527.4026745951,universal
0.16221,626.9288208051396,1477810.6599140563,645.3604381944828,1658892.4527187813,637.5270008040117,1342498.4187767731,640.6972389949788,1376261.2551391856,635.6469758302989,1359354.443910691,universal
0.16341999999999998,626.9288208051396,1477810.6599140563,645.2901921980078,1658527.3805866712,637.4866093560387,1342288.5023008098,640.6447652356122,1375988.5462564998,635.6137494739663,1359181.7647922032,universal
0.16462999999999997,626.9288208051396,1477810.6599140563,645.2199554497128,1658162.8982383965,637.446223225769,1342078.9249505522,640.5922983846356,1375716.2779423385,635.5805274920225,1359009.3646414694,universal
0.16583999999999996,626.9288208051396,1477810.6599140563,645.149727927204,1657799.0042458938,637.4058424003266,1341869.685904863,640.5398384253215,1375444.4491299386,635.5473098738759,1358837.2427830154,universal
0.16704999999999995,626.9288208051396,1477810.6599140563,645.0795096081613,1657435.6971857047,637.365466866877,1341660.784345254,640.4873853409968,1375173.0587559773,635.5140966089688,1358665.3985435462,universal
0.16825999999999994,626.9288208051396,1477810.6599140563,645.0093004703353,1657072.9756389607,637.3250966126274,1341452.2194558764,640.434939115041,1374902.1057605594,635.4808876867772,1358493.8312519363,universal
0.16946999999999993,626.9288208051396,1477810.6599140563,644.9391004915498,1656710.8381913619,637.2847316248253,1341243.990423507,640.3824997308878,1374631.5890872036,635.4476830968115,1358322.5402392219,universal
0.17067999999999992,626.9288208051396,1477810.6599140563,644.8689096496985,1656349.283433161,637.2443718907609,1341036.0964375413,640.330067172025,1374361.5076828275,635.4144828286159,1358151.524838593,universal
0.1718899999999999,626.9288208051396,1477810.6599140563,644.7987279227468,1655988.309959143,637.2040173977638,1340828.5366899811,640.2776414219921,1374091.8604977357,635.3812868717678,1357980.7843853827,universal
0.1730999999999999,626.9288208051396,1477810.6599140563,644.728555288731,1655627.916368607,637.1636681332047,1340621.3103754227,640.2252224643823,1373822.6464856057,635.3480952158783,1357810.318217059,universal
0.17430999999999988,626.9288208051396,1477810.6599140563,644.6583917257576,1655268.1012653494,637.1233240844947,1340414.4166910502,640.1728102828412,1373553.864603472,635.3149078505918,1357640.1256732182,universal
0.17551999999999987,626.9288208051396,1477810.6599140563,644.5882372120035,1654908.8632576454,637.0829852390864,1340207.8548366202,640.1204048610667,1373285.5138117177,635.2817247655859,1357470.2060955744,universal
0.17672999999999986,626.9288208051396,1477810.6599140563,644.5180917257155,1654550.200958232,637.0426515844707,1340001.6240144575,640.0680061828097,1373017.593074055,635.2485459505718,1357300.5588279513,universal
0.17793999999999985,626.9288208051396,1477810.6599140563,644.44795524521,1654192.112984286,637.00232310818,1339795.7234294382,640.0156142318722,1372750.1013575173,635.2153713952929,1357131.1832162752,universal
0.17914999999999984,626.9288208051396,1477810.6599140563,644.3778277488733,1653834.597957411,636.9619997977865,1339590.1522889854,639.9632289921086,1372483.0376324423,635.1822010895256,1356962.0786085634,universal
0.18035999999999983,626.9288208051396,1477810.6599140563,644.30770921516,1653477.6545036198,636.9216816409014,1339384.909803056,639.9108504474247,1372216.40087246,635.1490350230793,1356793.24435492,universal
0.18156999999999981,626.9288208051396,1477810.6599140563,644.2375996225942,1653121.2812533122,636.8813686251758,1339179.9951841289,639.8584785817781,1371950.1900544805,635.1158731857955,1356624.6798075244,universal
0.1827799999999998,626.9288208051396,1477810.6599140563,644.1674989497681,1652765.4768412611,636.8410607383008,1338975.4076471992,639.806113379177,1371684.4041586781,635.0827155675487,1356456.3843206244,universal
0.1839899999999998,626.9288208051396,1477810.6599140563,644.0974071753421,1652410.2399065956,636.800757968006,1338771.1464097663,639.7537548236808,1371419.042168483,635.0495621582455,1356288.3572505272,universal
0.18519999999999978,626.9288208051396,1477810.6599140563,644.0273242780456,1652055.5690927794,636.7604603020603,1338567.2106918222,639.7014028994003,1371154.1030705622,635.0164129478242,1356120.597955593,universal
0.18640999999999977,626.9288208051396,1477810.6599140563,643.9572502366744,1651701.4630476,636.7201677282723,1338363.599715844,639.6490575904961,1370889.585854813,634.9832679262555,1355953.105796222,universal
0.18761999999999976,626.9288208051396,1477810.6599140563,643.887185030093,1651347.9204231447,636.6798802344878,1338160.3127067825,639.5967188811796,1370625.4895143453,634.9501270835425,1355785.8801348554,universal
0.18882999999999975,626.9288208051396,1477810.6599140563,643.8171286372317,1650994.9398757895,636.6395978085926,1337957.348892053,639.5443867557125,1370361.8130454705,634.916990409719,1355618.9203359564,universal
0.19003999999999974,626.9288208051396,1477810.6599140563,643.7470810370893,1650642.5200661768,636.5993204385107,1337754.7075015258,639.4920611984061,1370098.55544769,634.8838578948516,1355452.2257660092,universal
0.19124999999999973,626.9288208051396,1477810.6599140563,643.6770422087304,1650290.6596592024,636.5590481122042,1337552.3877675151,639.4397421936218,1369835.7157236803,634.8507295290378,1355285.795793511,universal
0.19245999999999971,626.9288208051396,1477810.6599140563,643.6070121312857,1649939.3573239974,636.5187808176735,1337350.3889247722,639.3874297257703,1369573.2928792823,634.8176053024066,1355119.6297889587,universal
0.1936699999999997,626.9288208051396,1477810.6599140563,643.5369907839527,1649588.6117339106,636.4785185429572,1337148.7102104728,639.335123779313,1369311.2859234873,634.7844852051182,1354953.7271248475,universal
0.1948799999999997,626.9288208051396,1477810.6599140563,643.4669781459949,1649238.4215664929,636.4382612761312,1336947.3508642074,639.2828243387582,1369049.6938684261,634.7513692273641,1354788.087175659,universal
0.19608999999999968,626.9288208051396,1477810.6599140563,643.3969741967409,1648888.7855034792,636.3980090053102,1336746.3101279745,639.2305313886654,1368788.5157293545,634.7182573593669,1354622.7093178532,universal
0.19729999999999967,626.9288208051396,1477810.6599140563,643.3269789155843,1648539.7022307734,636.3577617186453,1336545.5872461686,639.1782449136417,1368527.7505246438,634.6851495913799,1354457.5929298638,universal
0.19850999999999966,626.9288208051396,1477810.6599140563,643.2569922819852,1648191.1704384326,636.3175194043258,1336345.181465573,639.1259648983431,1368267.3972757652,634.6520459136874,1354292.7373920865,universal
0.19971999999999965,626.9288208051396,1477810.6599140563,643.1870142754673,1647843.1888206485,636.2772820505778,1336145.092035347,639.0736913274743,1368007.4550072807,634.6189463166045,1354128.1420868742,universal
0.20092999999999964,626.9288208051396,1477810.6599140563,643.1170448756195,1647495.756075732,636.2370496456653,1335945.3182070197,639.0214241857877,1367747.9227468274,634.5858507904765,1353963.8063985286,universal
0.20213999999999963,626.9288208051396,1477810.6599140563,643.0470840620943,1647148.870906096,636.1968221778884,1335745.8592344793,638.9691634580846,1367488.7995251096,634.5527593256791,1353799.7297132914,universal
0.20334999999999961,626.9288208051396,1477810.6599140563,642.9771318146094,1646802.5320182424,636.1565996355847,1335546.7143739634,638.9169091292135,1367230.084375883,634.5196719126188,1353635.9114193367,universal
0.2045599999999996,626.9288208051396,1477810.6599140563,642.9071881129455,1646456.7381227443,636.1163820071281,1335347.882884052,638.8646611840704,1366971.7763359456,634.4865885417316,1353472.3509067658,universal
0.2057699999999996,626.9288208051396,1477810.6599140563,642.8372529369474,1646111.4879342269,636.0761692809289,1335149.3640256545,638.8124196076,1366713.8744451236,634.4535092034845,1353309.047567597,universal
0.20697999999999958,626.9288208051396,1477810.6599140563,642.7673262665228,1645766.7801713562,636.0359614454349,1334951.1570620036,638.7601843847925,1366456.377746259,634.4204338883737,1353146.000795759,universal
