value,none_cost,none_qaly,universal_cost,universal_qaly,dc_cost,dc_qaly,edc_cost,edc_qaly,mc_cost,mc_qaly,optimal
0.017,626.9288208051396,1477810.6599140563,647.0473492895545,1406186.441787166,638.4969746836781,1197192.4624910941,641.9573615829976,1187489.864973269,636.4448847782678,1239824.5007400373,universal
0.018595,626.9288208051396,1477810.6599140563,647.0097997019469,1411140.0881908536,638.4753836708037,1200040.809173215,641.9293120410545,1191190.238836824,636.4271238233292,1242167.5754889816,universal
0.02019,626.9288208051396,1477810.6599140563,646.9722501143391,1416093.7345945416,638.4537926579294,1202889.1558553353,641.9012624991116,1194890.6127003783,636.4093628683909,1244510.6502379256,universal
0.021785,626.9288208051396,1477810.6599140563,646.9347005267314,1421047.3809982291,638.4322016450548,1205737.5025374554,641.8732129571686,1198590.986563933,636.3916019134524,1246853.72498687,universal
0.023379999999999998,626.9288208051396,1477810.6599140563,646.8971509391239,1426001.0274019167,638.4106106321805,1208585.8492195762,641.8451634152257,1202291.3604274879,636.373840958514,1249196.7997358146,universal
0.024974999999999997,626.9288208051396,1477810.6599140563,646.859601351516,1430954.673805605,638.389019619306,1211434.1959016966,641.8171138732827,1205991.7342910427,636.3560800035756,1251539.8744847586,universal
0.026569999999999996,626.9288208051396,1477810.6599140563,646.8220517639083,1435908.320209292,638.3674286064315,1214282.542583817,641.7890643313397,1209692.108154597,636.3383190486372,1253882.9492337026,universal
0.028164999999999996,626.9288208051396,1477810.6599140563,646.7845021763005,1440861.9666129798,638.3458375935571,1217130.8892659375,641.7610147893967,1213392.4820181518,636.3205580936987,1256226.0239826476,universal
0.029759999999999995,626.9288208051396,1477810.6599140563,646.7469525886929,1445815.6130166675,638.3242465806827,1219979.235948058,641.7329652474539,1217092.8558817066,636.3027971387602,1258569.0987315914,universal
0.031354999999999994,626.9288208051396,1477810.6599140563,646.7094030010852,1450769.2594203549,638.3026555678083,1222827.582630178,641.7049157055108,1220793.2297452611,636.2850361838218,1260912.1734805359,universal
0.03294999999999999,626.9288208051396,1477810.6599140563,646.6718534134776,1455722.9058240429,638.2810645549337,1225675.9293122983,641.676866163568,1224493.6036088162,636.2672752288834,1263255.2482294799,universal
0.03454499999999999,626.9288208051396,1477810.6599140563,646.6343038258699,1460676.5522277304,638.2594735420594,1228524.2759944191,641.6488166216247,1228193.9774723707,636.2495142739449,1265598.3229784244,universal
0.03613999999999999,626.9288208051396,1477810.6599140563,646.5967542382622,1465630.198631418,638.2378825291848,1231372.622676539,641.620767079682,1231894.3513359255,636.2317533190065,1267941.3977273686,universal
0.03773499999999999,626.9288208051396,1477810.6599140563,646.5592046506544,1470583.8450351057,638.2162915163105,1234220.9693586596,641.5927175377392,1235594.72519948,636.2139923640681,1270284.472476313,universal
0.03932999999999999,626.9288208051396,1477810.6599140563,646.5216550630468,1475537.4914387933,638.194700503436,1237069.3160407802,641.5646679957958,1239295.0990630346,636.1962314091296,1272627.5472252571,universal
0.04092499999999999,626.9288208051396,1477810.6599140563,646.4841054754389,1480491.1378424808,638.1731094905617,1239917.6627229005,641.5366184538531,1242995.4729265897,636.178470454191,1274970.6219742014,universal
0.04251999999999999,626.9288208051396,1477810.6599140563,646.4465558878312,1485444.7842461688,638.1515184776871,1242766.009405021,641.5085689119102,1246695.8467901442,636.1607094992527,1277313.6967231452,universal
0.04411499999999999,626.9288208051396,1477810.6599140563,646.4090063002237,1490398.4306498563,638.1299274648129,1245614.3560871414,641.480519369967,1250396.220653699,636.1429485443142,1279656.7714720902,universal
0.04570999999999999,626.9288208051396,1477810.6599140563,646.3714567126158,1495352.0770535439,638.1083364519382,1248462.7027692616,641.4524698280242,1254096.5945172536,636.1251875893759,1281999.846221034,universal
0.047304999999999986,626.9288208051396,1477810.6599140563,646.3339071250082,1500305.7234572321,638.0867454390639,1251311.0494513821,641.4244202860814,1257796.9683808088,636.1074266344373,1284342.9209699787,universal
0.048899999999999985,626.9288208051396,1477810.6599140563,646.2963575374005,1505259.3698609197,638.0651544261893,1254159.396133503,641.3963707441384,1261497.3422443632,636.0896656794988,1286685.995718923,universal
0.050494999999999984,626.9288208051396,1477810.6599140563,646.2588079497926,1510213.0162646074,638.043563413315,1257007.7428156233,641.3683212021954,1265197.7161079175,636.0719047245603,1289029.0704678674,universal
0.052089999999999984,626.9288208051396,1477810.6599140563,646.2212583621849,1515166.6626682952,638.0219724004404,1259856.0894977439,641.3402716602524,1268898.0899714725,636.054143769622,1291372.1452168114,universal
0.05368499999999998,626.9288208051396,1477810.6599140563,646.1837087745772,1520120.3090719825,638.0003813875662,1262704.4361798638,641.3122221183094,1272598.463835027,636.0363828146834,1293715.2199657557,universal
0.05527999999999998,626.9288208051396,1477810.6599140563,646.1461591869696,1525073.9554756703,637.9787903746918,1265552.7828619848,641.2841725763664,1276298.8376985816,636.0186218597452,1296058.2947146995,universal
