none_cost,none_qaly,universal_cost,universal_qaly,dc_cost,dc_qaly,edc_cost,edc_qaly,mc_cost,mc_qaly,WTP threshold: 10000,WTP threshold: 20000,WTP threshold: 30000,WTP threshold: 40000,WTP threshold: 50000,WTP threshold: 60000,WTP threshold: 70000,WTP threshold: 80000,WTP threshold: 90000,WTP threshold: 100000,WTP threshold: 110000,WTP threshold: 120000,WTP threshold: 130000,WTP threshold: 140000,WTP threshold: 150000,WTP threshold: 160000,WTP threshold: 170000,WTP threshold: 180000,WTP threshold: 190000,WTP threshold: 200000
3782.038021369558,3904919.340639962,3917.5355974189306,2876921.155740913,3862.740907026837,2973253.471645954,3883.367914708152,2835491.5283711567,3846.92180804106,3140657.4742256566,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3910.4954008637096,2634991.282056876,4001.956414236691,2793768.010940753,3964.478893293518,2456197.7707660734,3979.1263345427633,2498090.3004672504,3956.7684740156656,2470545.3802112294,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3962.169576067111,3840399.864902727,4016.3711400276634,3682878.4441063623,3991.662482786446,3543754.145221063,4003.8844221055447,3481326.3132380336,3987.2880615627764,3572401.404332311,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3636.1613415197717,4807771.324298236,3790.5360831362755,3466619.5299518965,3720.2891368678693,3910258.256933017,3753.065678345379,3601819.037662256,3713.5583428471245,3962729.5850776806,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
1900.6172127206298,3842205.304878097,1930.9549579068487,3222078.63374066,1918.9330256109988,3141885.164336499,1922.8628782099759,3106764.018934553,1914.7241493814565,3306469.431311977,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
2067.2747513003083,2067813.765647712,2099.382786860673,1958974.5337637046,2086.3465416672443,1780306.3084558079,2090.6641168555784,1789566.7761286194,2082.6483981280694,1833848.0804171169,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3851.756807608882,5468552.815818194,3988.6928133205834,3787112.018873506,3928.74738839063,4314274.784403859,3956.6015928990805,3959153.9239378325,3917.90004580019,4468448.951941515,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3119.6974811803675,4966908.602069738,3219.835282641085,3931735.8379969816,3180.2118354750255,4096690.3183316225,3197.066064926702,3926316.798057928,3171.4282386093737,4209865.363560125,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
2301.6274701471893,1740938.0234068967,2324.3166322284314,2020826.4826822982,2314.5527530589584,1669958.3073746008,2316.9997099555317,1740586.9923086325,2312.737176686909,1664794.3330239411,dc,dc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3973.2466184633668,1527360.8521502183,3986.1766402075928,2099687.526347412,3980.8640813678358,1608012.6266502158,3982.754693270569,1705511.9982561017,3979.4537373426706,1586920.242129096,mc,dc,dc,dc,dc,edc,edc,edc,edc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal
3014.8956161199153,2880288.9518534373,3088.7653205287534,3236582.8810012024,3058.1729276524015,2763361.292924806,3070.5428029149066,2820758.984297306,3053.7539615611377,2747743.402049061,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3980.3884449622815,1906304.8222775278,3992.8615316915084,2495216.296663059,3987.9003628003484,1952639.8409033807,3990.0603415944556,2054161.3152018662,3986.696059498966,1939455.8763782443,mc,dc,dc,dc,edc,edc,edc,edc,edc,edc,edc,edc,edc,edc,edc,universal,universal,universal,universal,universal
1994.9054532544872,3550185.0818652306,2045.870416933686,3103660.808847221,2021.8089304543798,3077882.233358821,2031.3110980621952,2989081.625291735,2019.9378058760121,3082119.7453547167,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3893.233188106959,3393632.449593023,3982.4844126785542,2581773.7519863225,3945.2551170034144,2717865.838014197,3961.956197366465,2556147.521472075,3937.9815529040575,2794179.7387599237,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3900.127783936995,2896647.502049593,3937.256597841387,2975988.6593454,3922.2818485603493,2753099.6615821286,3928.532571088541,2773035.402642431,3918.8956608753583,2770122.8938848716,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
884.4510007935637,1930038.050703796,887.9455406626053,2545489.354379397,886.4926201738253,1987884.7630245502,887.1131014376125,2092767.733357373,886.1339910198795,1975227.2852266817,none,none,mc,dc,dc,dc,dc,dc,dc,dc,dc,dc,dc,dc,dc,dc,edc,edc,edc,edc
3388.825254694328,1256470.815119702,3402.0981319239013,2018372.2762002402,3396.169313111145,1396782.928749798,3398.3255877213396,1533056.6430396172,3395.412060066468,1355654.5642863566,none,mc,mc,mc,mc,dc,edc,edc,edc,edc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal
264.0858794773889,2783177.586023363,271.9749951556441,2599787.8511782265,268.70075384533834,2430212.600112668,270.05797524247225,2398382.809780578,267.60838511907883,2511323.540006666,edc,edc,edc,edc,edc,edc,edc,edc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3714.4656937300724,4595425.151898712,3807.834557052577,3558046.806935372,3766.7457941689136,3692343.5008167513,3784.885723135582,3465857.7054941147,3760.7300863892387,3767267.5397639824,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3929.9012620568124,3151845.843646452,3956.0739135982994,3017748.992929931,3944.0554696469244,2860333.5090645757,3949.077905981876,2813953.824594949,3943.4215534141526,2845407.08385353,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
2646.626019882454,2060685.4331437894,2653.6985461992567,2562814.014127639,2650.5766070687605,2124414.048986982,2651.7164774115313,2212938.4162221784,2650.082714295544,2100962.908676818,none,mc,mc,mc,dc,dc,dc,edc,edc,edc,edc,edc,edc,edc,edc,edc,edc,universal,universal,universal
2408.728561516211,2339293.5687149502,2420.9093372245866,2775497.584143495,2415.987831215099,2331985.7975170854,2417.624695340407,2409733.065584939,2414.3080179791627,2328902.839863639,dc,dc,dc,dc,edc,edc,edc,edc,edc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal
3261.7298534750885,2557374.0004162975,3300.4729570438394,2771768.6045277864,3283.0530710145626,2398490.2895585103,3289.958168205463,2430807.9812734993,3280.4777685865324,2411118.0550565207,edc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
1241.9845413622534,2298443.6524345297,1248.5272573969285,2455537.114721001,1245.72901207506,2200585.1175251873,1246.9800823006228,2218102.9476489406,1245.2791047019618,2197757.3880853737,dc,edc,edc,edc,edc,edc,edc,edc,edc,edc,edc,edc,edc,edc,edc,universal,universal,universal,universal,universal
3734.1816764307273,1594092.0097260352,3752.3157577569164,2076283.2400234302,3744.5199368816966,1676162.6892961552,3747.6675107713286,1758265.4181990668,3742.584035619135,1654118.241377302,mc,dc,edc,edc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3759.087112233553,5557489.788653215,3893.8637022979615,3852651.8708050614,3835.179059393785,4399891.336546367,3847.835451511634,4282551.8342291815,3821.646547093133,4601412.389129187,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3629.329464554244,3128545.757477407,3684.416680838779,2634141.6471083756,3662.435603015022,2643648.4052416715,3668.6748478926706,2618330.762380132,3655.29836060895,2748496.734348407,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3074.7437755296187,4657182.516125994,3180.9709575475586,3685017.5878283083,3137.2521223138874,3847776.595732834,3154.014679517215,3706286.9780442794,3125.570966986777,3999399.954664659,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3945.21598614612,5112966.657480232,4040.7834064204603,3157506.808412487,3996.5209100013944,3848107.0009582755,4018.151056950721,3372462.157504971,3990.540033117333,3978479.006589501,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3096.9705030244754,2339152.175316867,3163.9746899134416,2406155.2577709225,3136.033280273619,2166668.571756459,3147.782964680822,2168399.371831055,3132.2552784923837,2169752.1313689915,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
2671.2451716367623,3622675.727042198,2690.7302919604276,3239609.1823959546,2683.3547872693634,3068457.6207023677,2685.7831751309363,3058428.309503542,2680.7587958929907,3181835.140080807,edc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3216.21329806509,5138715.864526035,3279.4385913578694,3856442.4545278945,3251.863486551762,4164483.6487963065,3262.0173288727888,3975214.701460092,3247.5745425608548,4266158.927426759,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3530.5245818905732,2150325.0447167,3555.3428208240325,2768953.088121135,3545.216233348354,2234105.2816927345,3548.6202346683312,2353559.7511499,3542.7993338574584,2206962.290745826,mc,dc,dc,edc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3860.081042934347,3090453.0646355217,3919.95048065876,2658915.1584541947,3895.936958472485,2633391.9282923676,3905.403364131703,2582802.1955832057,3888.878137528275,2723007.3909571404,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
1324.3854326363412,6626106.234337617,1378.2898523537854,4419128.394017421,1356.8848970529912,5026159.258424921,1362.4537244589374,4846307.249324051,1351.8375466250582,5259590.472646318,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3970.3795316919322,1947169.4989500067,3999.531465574408,2124379.3534438065,3987.6566069463543,1887554.311225473,3991.649793644636,1929791.0386458868,3985.5054507765094,1882196.5346422298,dc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
849.0601577409103,4598787.260020413,878.3886505999576,3634668.3225838263,865.784110713379,3789288.8594812495,870.8984402945366,3628613.321231552,862.6579953200713,3937499.9749076595,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3863.646423535558,2842299.921692588,3925.5662034048464,2467928.9854538394,3897.0537743623263,2455927.0163725424,3910.1222800159735,2364329.6203684486,3895.1067760218903,2462774.405704665,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3275.9128782869107,3142910.101616671,3329.162573811436,2954499.5241363193,3306.839158379622,2830351.111402994,3316.900176937894,2786496.2159651564,3301.768890675968,2872584.5790529167,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
1779.65734444386,1809669.0644471138,1786.4081450509282,2210073.7059558765,1783.6718369817036,1799418.6238312398,1784.7522690484884,1871929.1114028345,1783.313490643949,1772779.6072561175,mc,mc,mc,mc,mc,mc,edc,edc,edc,edc,edc,edc,edc,edc,edc,edc,edc,edc,edc,edc
3657.6513733579495,2319410.236676497,3705.3918644755936,2774481.5498692757,3684.5414606004397,2262051.373774727,3692.604420124152,2348456.2534422604,3679.8355890208736,2252546.7454173258,dc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3868.877349609791,3584155.395739373,3920.4704007671758,3292833.7795683695,3899.207536804028,3112370.967311122,3905.481484144054,3133590.7666137377,3892.714287834646,3221133.237781576,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3793.5718613503245,4258620.157716448,3919.845612541322,3268042.520311336,3871.0847405499594,3425713.030965889,3891.736366827735,3265191.926562372,3853.0205744954824,3618029.177969379,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3815.151879794371,3534251.4497016715,3952.9999573602645,2907864.3085348904,3896.5590605768534,2948592.0766022475,3921.8495658273737,2822520.698479364,3888.4469277384455,2989341.7232252047,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3307.342303195861,3516886.0958627546,3388.5872942097767,2831547.081630574,3354.8111217618366,2979726.9754909337,3366.152782258221,2898972.2769038603,3348.1078542770992,3049879.1525307237,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
2123.268832892099,2001124.8725277705,2147.057935825419,2509105.2571157925,2136.6351905441866,1966234.5578462647,2141.304877607266,2056709.975810486,2134.9052292925376,1957020.7142736332,dc,edc,edc,edc,edc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3383.957406328951,3650107.3310174267,3500.9816822951375,3120649.2233314966,3450.7967610213086,3083538.991844965,3465.251649212639,3061874.49009244,3437.668021066079,3192339.0429204605,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
2402.835494514905,2035892.289079225,2422.404987870767,2408622.913388659,2414.074459386434,2026969.713752691,2417.3232257014606,2094677.37264334,2412.505892730578,2010588.4726191144,mc,dc,edc,edc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
2713.741619892688,1963171.7176605633,2720.3715295624775,2430935.51211308,2717.6243567063266,1967735.2765504795,2718.366705918217,2066510.6754911116,2716.759613124687,1964501.0920966049,dc,dc,dc,dc,dc,dc,dc,dc,dc,dc,dc,dc,dc,edc,edc,edc,edc,edc,universal,universal
2195.0588838333642,2645153.7046028557,2214.159144978652,2640168.818666667,2205.6130963811734,2465061.4741737503,2209.2818689553674,2456913.382711279,2203.6970648791325,2493751.4310992016,edc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
2998.227578626276,1651334.8676052995,3004.754703576436,2289754.357904743,3002.1702929113926,1744488.1510569572,3003.216942624625,1866794.361082976,3001.341902479728,1725435.7689025162,none,none,dc,dc,dc,dc,dc,dc,dc,dc,dc,edc,edc,edc,edc,edc,edc,edc,edc,edc
3046.092787621273,7510069.8176700985,3125.3345747093877,4303906.3795383405,3090.407973955209,5497172.416293638,3107.131751156538,4797353.0839453675,3085.1838642468465,5718353.559588972,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3889.378456013999,4235057.15769949,4024.6664256496433,3500047.1813483806,3967.408366913191,3531471.9365416113,3992.846695862088,3387564.3199006906,3954.4425945446005,3643845.1522143637,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3883.520449958987,1690112.7111261582,3911.622035675556,2321627.750018482,3899.705385365736,1749771.824053508,3904.6123203577263,1845302.1631760276,3896.83630672112,1711292.3593241335,mc,edc,edc,edc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3693.7055282387873,2639126.6755883577,3723.8555898592163,2982878.2816217854,3711.8873301154313,2600022.65533532,3717.402738407357,2654725.1070386167,3709.4716462647243,2588988.301273419,edc,edc,edc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
2642.7947190636323,3702147.6558199497,2683.3027435676568,3683260.3939892277,2665.8359461271652,3442568.7732755067,2672.961157426928,3432466.077465397,2664.142933335015,3433972.8016572343,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3960.731609896515,3340849.295948002,3994.7806181625347,3650229.9750595912,3980.348519203865,3175080.7942732186,3986.23815689741,3229337.969154201,3977.336125670224,3180379.021524032,edc,edc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3016.9965143205527,3473796.753713459,3064.3413267880796,2896856.4265980003,3043.717895860091,2988219.197096685,3052.4460712184164,2883883.7289321898,3040.3191933403136,3040615.568769043,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
1146.6093031407968,2820753.4772875137,1180.3969495256213,2422955.175067005,1165.7266491443177,2359478.7433572547,1172.6144931591389,2252449.7377116582,1163.9956726936266,2384114.5267968834,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
2364.539157192445,4780683.595005405,2402.7166501746874,3721030.5428278456,2387.272564887631,3856097.6045618863,2392.6161322413936,3733158.222927246,2385.2767926714946,3915421.7010716368,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
892.1169677927456,2988653.7034899606,907.1570559493085,3280613.6626409814,900.919164919322,2868777.917518772,903.1680910490836,2932552.6725163935,899.6802069842861,2865546.720968002,dc,dc,edc,edc,edc,edc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3745.74341865073,2483291.3551770938,3800.3667514448803,2838409.436764963,3778.3233567519646,2376430.4330478525,3786.840564946684,2465506.521359186,3771.436870474833,2394838.104201321,dc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
2775.980570630779,2651791.1017221105,2817.5137908308884,2532337.494483981,2801.1026201755103,2325585.391111268,2805.6865780644707,2348024.4392211433,2795.1774776125353,2403357.5827391483,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3554.3293959386842,4367421.370718314,3747.4414524744925,3907128.095648784,3665.6676080186066,3841487.436073497,3694.427209383737,3793922.5908560185,3651.706065090379,3893218.9567287057,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3834.985652247516,2041787.0041618543,3872.792415463881,2211365.43421465,3856.269353102604,1910655.7253298208,3863.391470905303,1932857.5098765849,3852.3622317675513,1928854.1234519242,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3792.5806313341886,4071092.8314162414,3953.2078695365167,3437447.5142679927,3883.7824549887023,3419363.828887788,3913.3829492112495,3292843.8306019045,3873.2680970002534,3471146.024082098,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3509.7139609407814,3660748.8258891203,3657.49556767806,3362445.216494618,3592.646002646114,3293237.4749538423,3619.608209979845,3234786.255599688,3585.3271393391556,3306967.9461511853,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
4007.8673687954965,2324251.9934926014,4017.254623359998,2777054.6270071613,4013.5742249994396,2320597.4822598435,4014.508037433389,2422734.1952708247,4012.8483618980076,2299584.315316922,mc,mc,dc,dc,dc,dc,dc,dc,dc,dc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal
3796.8755163654937,3888601.49024086,3924.583895845093,3776771.0368838627,3865.2246357596255,3575626.534027869,3892.1616421086837,3533760.886099341,3858.1253366566953,3593706.971057692,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3868.8019172035274,1636447.3876635553,3923.8495685143735,2211386.479533247,3901.410721914449,1668300.9577487295,3909.121303882068,1775415.4410915782,3893.9839958238153,1666487.2582987847,dc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
2810.7361621130376,6452912.2098337,2878.859803937749,4179192.014168845,2850.8735809363848,4907570.733251042,2859.5695363422988,4644933.073335219,2846.3027680862206,5073066.914853441,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3958.4624216738807,3661419.6154193184,4058.1286676959135,3576294.6716453317,4014.512756319472,3273297.9016881785,4032.8880180609126,3251510.476318516,4007.241793098001,3308377.2849944877,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3938.105128770459,2234169.103701981,3963.817113013278,2648595.9327416364,3952.788802005344,2162790.4380174275,3956.8864898563834,2236146.181642231,3950.832231794877,2148376.311377593,dc,edc,edc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3903.4316893845985,4620962.303851308,4006.8471001878797,3330511.753087487,3964.247227061528,3630500.37850237,3981.0939212517233,3431150.6623049895,3956.8061058479234,3740525.8060459844,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3710.5664771921743,3893372.5904295966,3802.99583705275,3279640.539175255,3764.3226747449207,3284919.6835410837,3781.3773941139066,3162995.691319685,3753.408594260582,3407476.2795868926,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
1523.398602340995,3033734.1932949345,1545.6785266236002,3251397.4576293146,1537.36562443099,2913737.903435787,1540.0263881578392,2974474.8693291117,1535.111207142597,2926313.0112841656,dc,dc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
3930.360638451157,1721581.2521446345,3959.8478792065916,2240902.5455489247,3947.270920751709,1776263.2104658824,3952.4282741408583,1870238.1916966224,3944.820508727941,1762489.9073403494,dc,edc,edc,edc,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal,universal
